piscina,apartamento,gas,amueblado,patio,nauta,cisterna,finca,portal,hospital,escuela,carro,terraza,cuartos,banos,salas,plantas,cocinas,comedores,desahogos,pisos,splits,refrigeradores,garajes,tanques,price,Provincias,Municipios
0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,3,0,0,0,2,14000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,5000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,80000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,28000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,18000.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,25000.0, La Habana,Cerro
0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,7500.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,28000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0,1,2,0,0,0,0,0,0,2,13000.0, La Habana,Cerro
0,0,1,0,1,0,1,0,1,0,0,0,1,4,2,0,2,2,0,0,0,0,0,0,2,25000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,25000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,0,1,0,0,3,2,0,2,2,0,0,0,0,0,0,2,8000.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,5,0,0,0,2,18000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,4,12000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,18000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,1,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,26000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,35000.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,35000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,4,2,4,0,0,0,0,0,0,2,10500.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cerro
0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,2,0,0,2,25000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,1,23000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,25000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,18000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,1,2,10000.0, La Habana,Cerro
0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,26000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,17000.0, La Habana,Cerro
0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,18000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,4,2,4,0,0,0,0,0,0,2,30000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,40000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,0,2,2,0,4,0,0,0,0,2,13000.0, La Habana,Cerro
0,0,1,0,0,0,1,0,1,0,1,0,1,2,2,0,2,2,0,0,2,0,0,3,2,7500.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,12000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,20000.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,6500.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,8000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,40000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,24000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,4,0,0,0,0,2,18000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,23000.0, La Habana,Cerro
0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,0,3,2,0,4,0,0,0,0,2,30000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,40000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,10500.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,4,0,0,0,0,0,2,9500.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,35000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,40000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cerro
0,0,1,0,0,0,1,0,1,0,0,0,0,2,2,4,2,2,0,0,0,0,0,0,2,45000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,4500.0, La Habana,Cerro
0,0,1,0,0,0,1,0,0,0,0,0,0,6,2,0,2,2,0,0,0,0,0,0,2,10000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,1,0,0,0,1,4,2,0,2,2,3,0,0,0,0,0,2,1600.0, La Habana,Cerro
1,0,1,0,1,0,1,0,1,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,11000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,19000.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,11000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,40000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,2,4,0,0,0,0,0,0,2,18500.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,2,0,2,7000.0, La Habana,Cerro
0,0,1,0,0,0,1,1,1,0,0,0,1,4,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cerro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,12000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,1,0,0,1,0,2,2,0,2,2,0,0,0,0,0,0,2,55000.0, La Habana,Cerro
0,0,1,0,1,0,1,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,25000.0, La Habana,Cerro
1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,28000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,1,3,2,0,2,2,0,0,0,0,0,0,2,45000.0, La Habana,Cerro
0,1,1,0,1,0,0,0,0,1,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,45000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,1,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,10000.0, La Habana,Cerro
0,0,1,0,1,0,1,0,1,0,0,0,1,2,2,0,2,2,0,4,0,3,0,2,2,20000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,45000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,40000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cerro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,10000.0, La Habana,Cerro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,21000.0, Villa Clara,Corralillo
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,2,13000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,8000.0, La Habana,Cotorro
0,0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,6000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,12000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,14000.0, La Habana,Cotorro
0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,1,4000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,28000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,7000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,17000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,27000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,1,2,9000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,32000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,6500.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,2,1,0,0,0,0,0,0,1,14000.0, La Habana,Cotorro
0,0,1,0,1,0,1,0,1,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,2,3000.0, La Habana,Cotorro
0,1,1,1,0,0,1,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,14000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,1,4,2,0,2,2,0,0,0,0,0,0,2,14000.0, La Habana,Cotorro
0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,2,2,0,4,0,0,0,0,2,4000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,18000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,60000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,32000.0, La Habana,Cotorro
1,0,1,0,1,0,1,0,1,0,0,0,0,4,4,0,2,2,0,4,0,0,0,0,2,16000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,32000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,2,2,0,0,2,2,0,0,2,13000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,32000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,35000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,1,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,10000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cotorro
0,0,1,0,1,0,1,0,1,0,0,0,1,4,3,0,2,1,1,0,0,0,0,0,2,50000.0, La Habana,Cotorro
0,0,1,0,1,0,1,0,1,1,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,10000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,1,0,0,0,1,4,2,0,2,2,0,0,0,0,0,0,2,6500.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,2,14000.0, La Habana,Cotorro
0,0,1,0,1,0,1,0,0,0,0,0,1,3,2,0,2,2,0,0,0,0,0,0,2,10000.0, La Habana,Cotorro
0,1,1,0,1,0,1,0,0,0,0,0,1,3,2,0,2,2,0,0,0,0,0,0,2,19000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,60000.0, La Habana,Cotorro
0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,60000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,4,2,35000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,8000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cotorro
0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,1,3,2,0,2,2,0,4,0,0,0,0,2,45000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,12000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,1600.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,2,7000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,10000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,40000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,0,2,2,0,0,0,0,2,1,2,6500.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,2,10000.0, La Habana,Cotorro
0,0,1,0,1,0,1,0,1,0,0,0,0,6,3,0,2,2,0,0,0,2,2,0,2,13000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,2,2,3,0,0,0,0,0,0,2,60000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,18000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,22000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,1,0,0,0,1,3,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cotorro
0,0,1,0,1,0,1,0,0,0,0,0,1,4,3,0,2,2,0,0,0,2,1,0,2,100000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,1,0,0,0,0,4,5,0,2,2,0,4,0,0,0,0,2,14000.0, La Habana,Cotorro
0,1,1,0,1,0,1,0,0,0,1,0,1,2,2,0,2,2,0,0,0,0,0,0,2,50000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9500.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,7500.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,3000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,1,2,9000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,0,0,0,2,7000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,2,2,0,4,0,0,0,0,2,15000.0, La Habana,Cotorro
1,0,1,0,0,0,0,0,1,0,0,0,1,3,3,0,2,2,0,0,0,0,0,3,2,6000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,8000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,3,2,2,0,0,0,0,0,0,2,14000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,5000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,5000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,20000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,20000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,25000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,2,2,2,0,0,0,0,0,0,2,18000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,2000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,17000.0, La Habana,Cotorro
0,0,1,0,1,0,1,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,1,0,2,18000.0, La Habana,Cotorro
0,0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,2,20000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,40000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,6000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,13000.0, La Habana,Cotorro
0,1,1,0,0,0,1,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,1,1500.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,3,2,0,2,3,0,0,0,0,0,0,2,1500.0, La Habana,Cotorro
0,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,4000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,32000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,1,1,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,6000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,4,0,0,0,2,25000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,30000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,24000.0, La Habana,Cotorro
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9000.0, La Habana,Cotorro
0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,9000.0, La Habana,Cotorro
0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,35000.0, La Habana,Diez de Octubre
0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,23000.0, La Habana,Diez de Octubre
0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,0,2,2,0,0,0,0,0,0,2,13500.0, La Habana,Diez de Octubre
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,4,2,2,0,0,0,2,0,0,2,15000.0, La Habana,Diez de Octubre
0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,25000.0, La Habana,Diez de Octubre
0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,4,0,0,0,0,2,25000.0, La Habana,Diez de Octubre
0,1,1,0,1,0,0,0,1,1,0,1,1,4,2,0,2,3,0,0,0,2,0,0,2,12000.0, La Habana,Diez de Octubre
0,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,2,12000.0, La Habana,Diez de Octubre
0,0,1,0,1,0,0,0,1,0,0,0,1,3,2,0,2,2,0,0,0,0,0,0,2,45000.0, La Habana,Diez de Octubre
0,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,60000.0, La Habana,Diez de Octubre
0,0,1,0,1,0,1,0,1,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,10500.0, La Habana,Diez de Octubre
0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,2,45000.0, La Habana,Diez de Octubre
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,45000.0, La Habana,Diez de Octubre
0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,11000.0, La Habana,Diez de Octubre
1,0,1,1,1,0,1,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,35000.0, La Habana,Diez de Octubre
0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,64000.0, La Habana,Diez de Octubre
0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,35000.0, La Habana,Diez de Octubre
0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,2,20000.0, La Habana,Diez de Octubre
0,0,1,0,1,0,1,0,0,0,0,0,1,2,3,0,2,2,0,0,0,0,0,3,2,60000.0, La Habana,Diez de Octubre
0,0,1,0,1,0,0,0,1,0,0,0,1,3,3,0,2,2,0,0,0,0,0,0,2,38000.0, La Habana,Diez de Octubre
0,0,1,0,0,0,1,1,1,0,0,0,1,4,4,0,2,2,0,0,0,3,0,0,2,60000.0, La Habana,Diez de Octubre
0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,25000.0, La Habana,Diez de Octubre
0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,2,18000.0, La Habana,Diez de Octubre
0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,2,60000.0, La Habana,Diez de Octubre
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,80000.0, La Habana,Diez de Octubre
0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,15000.0, La Habana,Diez de Octubre
0,1,1,0,0,0,0,0,0,0,0,0,1,3,3,0,2,2,0,0,0,0,0,0,2,45000.0, La Habana,Diez de Octubre
